{\rtf1\ansi\ansicpg1252\cocoartf1561\cocoasubrtf600
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\sl280\partightenfactor0

\f0\fs24 \cf2 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 34, Private, 287315, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
51, Local-gov, 277024, HS-grad, 9, Separated, Protective-serv, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K\
44, Federal-gov, 786418, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 60, United-States, <=50K\
43, ?, 174662, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
35, Private, 261241, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 1741, 60, United-States, <=50K\
39, ?, 179352, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K\
26, Private, 294493, Bachelors, 13, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K\
54, Self-emp-not-inc, 166368, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K\
21, ?, 121468, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
42, Local-gov, 178983, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 37, United-States, <=50K\
40, Private, 77975, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K\
44, Federal-gov, 38321, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
53, Private, 48641, 12th, 8, Never-married, Other-service, Not-in-family, Other, Female, 0, 0, 35, United-States, <=50K\
59, Self-emp-not-inc, 134470, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 2635, 0, 60, United-States, <=50K\
22, Private, 300871, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
59, Private, 155976, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
60, ?, 155977, Some-college, 10, Widowed, ?, Unmarried, Black, Female, 0, 0, 54, United-States, <=50K\
50, Private, 121411, 12th, 8, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
37, Self-emp-not-inc, 111129, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K\
49, Private, 169042, HS-grad, 9, Separated, Prof-specialty, Unmarried, White, Female, 0, 625, 40, Puerto-Rico, <=50K\
34, Local-gov, 182926, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K\
50, Federal-gov, 98980, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 40, United-States, >50K\
41, Private, 187322, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K\
21, Private, 57298, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K\
30, Private, 374454, HS-grad, 9, Divorced, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K\
32, Self-emp-not-inc, 171091, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K\
33, Private, 312881, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K\
28, Private, 34335, HS-grad, 9, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male, 14084, 0, 40, United-States, >50K\
53, Private, 227602, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 37, Mexico, <=50K\
31, Private, 192900, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
34, Private, 221324, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
48, Private, 315423, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K\
62, Private, 134768, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, ?, >50K\
52, Private, 416059, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K\
40, Private, 188291, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K\
56, Self-emp-not-inc, 42166, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K\
38, Private, 224566, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K\
25, Private, 267426, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K\
35, Private, 142874, Assoc-acdm, 12, Married-spouse-absent, Sales, Own-child, Black, Female, 0, 0, 36, United-States, <=50K\
31, Private, 42900, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K\
43, Federal-gov, 190020, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K\
46, Private, 110457, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K\
31, Private, 231263, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 4650, 0, 45, United-States, <=50K\
75, Self-emp-inc, 81534, HS-grad, 9, Widowed, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 35, United-States, >50K\
43, State-gov, 270721, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K\
38, Private, 103323, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
27, Local-gov, 162973, Assoc-voc, 11, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 56, United-States, <=50K\
34, Private, 356882, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K\
54, Private, 123374, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
46, Local-gov, 216414, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K\
50, Self-emp-not-inc, 200618, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K\
35, Private, 152909, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 45, United-States, >50K\
46, Self-emp-inc, 218890, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K\
20, Private, 157595, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
25, Private, 248990, 11th, 7, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K\
39, Private, 33886, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K\
36, Self-emp-not-inc, 118429, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K\
47, Private, 264052, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K\
45, Private, 82797, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K\
18, Private, 187722, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K\
22, Private, 122346, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
22, Private, 254351, HS-grad, 9, Married-civ-spouse, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
48, Self-emp-not-inc, 79001, Assoc-acdm, 12, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
27, Private, 405765, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, ?, >50K\
51, Private, 61270, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K\
50, Private, 69345, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 3103, 0, 55, United-States, >50K\
39, Private, 324231, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
47, Private, 233511, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 27828, 0, 60, United-States, >50K\
51, Private, 224207, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K\
19, Private, 234406, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K\
57, Private, 366421, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Mexico, <=50K\
59, Federal-gov, 31840, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
37, Self-emp-inc, 199816, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K\
26, Local-gov, 566066, Bachelors, 13, Never-married, Protective-serv, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
30, Private, 224462, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K\
17, ?, 406920, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
39, Local-gov, 239119, Masters, 14, Divorced, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, Dominican-Republic, <=50K\
29, ?, 42623, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K\
56, Local-gov, 155657, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
17, Private, 188996, 9th, 5, Never-married, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K\
27, Private, 123116, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2057, 49, United-States, <=50K\
57, Local-gov, 110417, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 99999, 0, 40, United-States, >50K\
19, ?, 541282, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
39, Private, 139906, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 81, United-States, <=50K\
52, Local-gov, 146565, Assoc-acdm, 12, Divorced, Other-service, Not-in-family, White, Female, 4865, 0, 30, United-States, <=50K\
58, State-gov, 110199, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K\
44, Private, 421449, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
22, Private, 341610, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 35, ?, <=50K\
40, Private, 352612, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
22, Private, 63105, HS-grad, 9, Never-married, Prof-specialty, Own-child, Black, Male, 0, 0, 40, United-States, <=50K\
21, Private, 27049, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K\
61, Private, 215766, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K\
57, Private, 133126, Some-college, 10, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K\
19, Private, 391403, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K\
26, Private, 333108, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
18, Private, 262118, Some-college, 10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 22, Germany, <=50K\
20, ?, 81853, Some-college, 10, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 0, 0, 15, United-States, <=50K\
20, Private, 122166, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
45, Private, 182655, Bachelors, 13, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 45, ?, >50K\
37, Private, 96330, Some-college, 10, Never-married, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
55, Private, 238216, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
40, Private, 289636, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K\
70, ?, 116080, Doctorate, 16, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 2, United-States, >50K\
18, Private, 27780, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K\
34, Private, 338416, 10th, 6, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 60, United-States, <=50K\
34, Private, 128016, HS-grad, 9, Never-married, Tech-support, Other-relative, White, Female, 0, 0, 40, United-States, <=50K\
41, Private, 116825, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K\
19, Private, 343200, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K\
24, Private, 235894, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
34, Private, 238246, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
38, Private, 186191, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K\
44, Private, 259479, HS-grad, 9, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 50, United-States, <=50K\
39, Self-emp-inc, 116358, Bachelors, 13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 7688, 0, 40, ?, >50K\
52, Private, 139176, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 8, United-States, <=50K\
47, Private, 323212, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
31, Private, 104729, 1st-4th, 2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 35, Mexico, <=50K\
51, Private, 152652, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K\
54, Private, 297551, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, >50K\
32, Private, 426431, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
31, Private, 181751, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
25, Private, 193787, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 45, United-States, <=50K\
41, Private, 280167, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 70, United-States, >50K\
38, State-gov, 103925, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 2036, 0, 20, United-States, <=50K\
61, Federal-gov, 197311, Masters, 14, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
41, Private, 166740, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
28, Self-emp-not-inc, 146949, 10th, 6, Never-married, Sales, Own-child, White, Male, 0, 0, 80, United-States, <=50K\
46, Self-emp-not-inc, 334456, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K\
27, Private, 195681, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 48, ?, <=50K\
30, Private, 171598, Bachelors, 13, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K\
46, Private, 266860, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K\
39, Private, 236391, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K\
46, Private, 155489, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K\
35, Private, 280966, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K\
31, Private, 202822, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
25, Private, 372728, Bachelors, 13, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 24, Jamaica, <=50K\
54, Private, 222020, 10th, 6, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K\
29, Private, 196117, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
64, ?, 193043, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K\
27, Private, 704108, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K\
27, Private, 491421, 5th-6th, 3, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States, <=50K\
28, Private, 186239, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
47, Private, 311395, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K\
34, State-gov, 156292, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K\
49, Local-gov, 98738, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
56, Self-emp-not-inc, 285832, Masters, 14, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 70, United-States, <=50K\
38, Private, 65624, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K\
27, Private, 105598, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
26, Private, 161007, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 80, United-States, <=50K\
35, Private, 214816, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 36, United-States, <=50K\
29, Private, 308944, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
60, Self-emp-not-inc, 187794, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 3103, 0, 60, United-States, >50K\
